pid,post_ts,pre_ts,policy_url
2693,201806,201806,https://www.fairfaxmedia.com.au/company/privacy/privacy
1426,201903,201605,https://www.press.uchicago.edu/press/privacy.html
1456,201903,201611,https://www.guttmacher.org/privacy-policy
924,201905,201803,https://www.mlbtraderumors.com/mlbtraderumorscom-privacy-policy
3460,201903,201806,https://www.williamhiggins.com/content/privacy-policy
248,201905,201805,https://www.iec.ch/about/privacy/
2120,201810,201709,https://www.englishgrammar.org/privacy-policy.html
1431,201905,201805,https://www.thomsonreuters.com/en/privacy-statement.html
3203,201904,201805,https://www.guilford.com/privacy-policy
715,201905,201805,https://thebark.com/content/privacy-policy
3468,201812,201805,https://bookoutlet.com/Help/PrivacyAndSecurity
3101,201905,201701,https://www.aidsinfo.nih.gov/privacy-policy
167,201905,201707,https://www.aacn.org/privacy-policy
1247,201809,201604,https://www.bilara.com/privacy.html
2845,201905,201807,https://www.apha.org/privacy-policy
560,201904,201801,https://www.utah.edu/privacy/
343,201901,201805,https://www.gallup.com/shared/186272/privacy-statement.aspx
1551,201904,201802,https://www.proboards.com/privacy
2042,201905,201805,https://www.shopify.com/legal/privacy
187,201811,201805,https://www.khanacademy.org/about/privacy-policy
2258,201903,201803,https://www.centaurmedia.com/privacy/
2640,201901,201805,http://recipesource.com/admin/privacy.html
2963,201903,201805,http://www.aish.com/csp/Aish-Privacy-Policy.html
947,201903,201803,https://www.jpmorgan.com/country/US/EN/privacy
1245,201809,201604,https://www.kgw.com/privacy
557,201903,201711,https://www.shrm.org/about-shrm/Pages/Privacy-Policy.aspx
3095,201806,201706,https://www.regus.co.za/privacy-policy
1210,201904,201711,http://www.roh.org.uk/policies/privacy
1728,201904,201706,https://sendpulse.com/legal/pp
280,201903,201804,https://www.metmuseum.org/information/privacy-policy
2117,201904,201903,https://www.pugetsystems.com/privacy.php
2358,201901,201704,https://www.slingshot.co.nz/privacy-policy
326,201904,201702,https://www.greatwolf.com/terms
1699,201902,201711,https://company.cdn.overdrive.com/policies/privacy-policy.htm
2549,201903,201809,https://www.casa.gov.au/about-us/standard-page/privacy-statement
2960,201905,201704,https://www.colorado.gov/privacy-statement
2354,201905,201806,https://www.iii.org/privacy-policy
436,201904,201806,https://www.llnl.gov/disclaimer
2385,201904,201902,https://www.jax.org/privacy-policy
370,201904,201606,https://www.box.com/legal/privacypolicy
1833,201903,201805,https://www.restrainedelegance.com/privacy.php
31,201904,201805,https://www.arnoldclark.com/cookies/
2936,201903,201806,https://en.unesco.org/this-site/our-online-privacy-policy
2089,201810,201802,https://www.mousebreaker.com/privacy-policy
811,201812,201801,https://www.stltoday.com/help/privacy/
3302,201905,201806,https://www.gencon.com/privacy
268,201905,201706,https://www.coincommunity.com/privacy.asp
1719,201903,201806,https://www.care.org/privacy-policy
527,201812,201805,https://www.ca.com/us/legal/privacy.html
812,201905,201702,https://www.plasticsurgery.org/privacy-policy
1924,201809,201805,https://www.csiro.au/en/About/Access-to-information/Privacy
2924,201811,201709,https://hcahealthcare.com/legal/index.dot#privacy-policy
1073,201905,201805,https://www.fastcompany.com/privacy-policy
341,201905,201812,https://www.atmosenergy.com/privacy-policy
1389,201904,201803,https://www.squarespace.com/privacy
3499,201904,201704,http://www.scholastic.com/privacy.htm
2065,201809,201708,https://www.credit-suisse.com/us/en/legal/privacy-and-cookie-policy.html
3668,201904,201806,https://www.fox32chicago.com/privacy-policy
250,201904,201801,https://1105media.com/privacy.aspx
1594,201903,201806,https://www.leesa.com/pages/privacy-policy
3566,201902,201711,https://www.pg.com/privacy/english/privacy_statement.shtml
3271,201905,201806,https://www.israelnationalnews.com/More/ActivePage.aspx/Privacy
399,201905,201801,https://lmr.com/page/Privacy-Policy
597,201904,201602,https://www.djc.com/contact/privacy-policy.php
2566,201904,201706,https://www.uneca.org/pages/privacy-notice
218,201905,201710,https://www.kayak.com/privacy
575,201905,201611,https://www.blueorigin.com/privacy-policy
685,201903,201611,https://www.ties.com/privacy-policy
2249,201905,201805,https://www.ibtimes.com/corporate/privacy-policy
2479,201905,201801,http://www.schn.health.nsw.gov.au/privacy
658,201903,201707,https://www.rifftrax.com/privacy
2702,201904,201705,https://www.ford.com/help/privacy/#caPrivacy
1064,201904,201810,https://www.northpole.com/privacy.asp
2166,201903,201805,https://www.labroots.com/privacy-policy
1057,201904,201606,https://www.uts.edu.au/about/utsweb-statements/privacy-statement
65,201905,201901,https://www.consumercomplaints.in/privacy-policy.html
1657,201903,201711,https://transportnsw.info/about-us/privacy
949,201904,201606,https://www.snhu.edu/privacy-policy
1798,201904,201804,https://www.helis.com/default/privacy.php
418,201905,201806,https://www.bmc.com/legal/privacy-policy.html
1912,201904,201903,https://www.femina.in/privacypolicy
3237,201812,201706,https://www.plumbingsupply.com/privacyguaranteed.html
80,201904,201801,https://www.nimh.nih.gov/site-info/privacy-notice.shtml
3650,201901,201709,https://lambgoat.com/about/privacy.aspx
1568,201905,201709,https://www.aircanada.com/ca/en/aco/home/legal/privacy-policy.html
2095,201903,201706,https://www.kylottery.com/apps/funclub/privacy-policy.html
3412,201903,201709,https://www.maribyrnong.vic.gov.au/System-pages/Privacy-statement
904,201904,201901,https://delaware.gov/help/privacy
2495,201808,201805,https://www.writeexpress.com/privacy.html
567,201904,201707,https://www.mla.org/About-Us/About-the-MLA/Privacy-Policy
3612,201904,201806,https://www.morganstanley.com/privacy-pledge
1026,201903,201707,https://www.militaryfactory.com/privacy-policy.asp
601,201903,201706,https://www.georgetown.edu/privacy-policy
1388,201904,201801,https://www.deliaonline.com/our-privacy-and-cookie-policy
3313,201809,201802,https://www.splcenter.org/privacy-policy-terms
2455,201904,201709,https://www.24hourfitness.com/company/policies/privacy/privacy_policy.html
1028,201901,201804,https://www.howstuffworks.com/privacy.htm
941,201904,201705,https://www.visiblebody.com/privacy
1055,201903,201711,https://www.dollywood.com/Privacy
128,201904,201805,https://www.bathandbodyworks.com/customer-care/privacy-and-security.html
1213,201811,201706,https://www.weeklystandard.com/privacy
594,201904,201705,https://www.oregon.gov/Pages/Terms-and-Conditions.aspx
3503,201806,201806,https://botanical.com/privacy.html
34,201810,201806,https://www.tnm.co.mw/privacy-policy
1647,201810,201806,http://www.psychiatrist.com/pages/indexprivacy.aspx
1367,201905,201805,https://www.mass.gov/privacypolicy
2180,201903,201804,https://www.yoox.com/us/Legal/Privacypolicy
99,201812,201705,https://www.sunriseseniorliving.com/privacy-policy.aspx
2909,201904,201804,https://www.fulhamfc.com/privacy-policy
3202,201807,201805,https://www.heart.co.uk/privacy-policy/
1561,201905,201805,https://www.netvibes.com/en/privacy-policy
1479,201904,201711,https://www.cliphunter.com/terms/privacy
2710,201904,201805,https://www.ok.co.uk/about/privacy-policy
686,201904,201806,http://www.guinnessworldrecords.com/using-this-website/privacy-policy
1715,201901,201609,https://www.uscourts.gov/privacy-security-policy
2209,201905,201804,https://www.national-lottery.co.uk/privacy-policy
3162,201905,201802,https://www.trendhunter.com/terms
2730,201904,201805,https://www.krdo.com/privacy-policy1
1014,201903,201711,https://www.calacademy.org/privacy-policy
495,201903,201602,https://www.algonquincollege.com/policies/privacy/
2919,201808,201806,https://racerxonline.com/pages/privacy-policy
2760,201904,201703,https://www.charityjob.co.uk/info/legal/privacypolicy
875,201901,201801,https://www.free-iqtest.net/privacy.asp
2802,201901,201712,https://www.irishcentral.com/privacy
3619,201902,201607,https://www.karnataka.gov.in/pages/dis-privacypolicy.aspx
821,201810,201604,https://www.cardhoarder.com/privacy-policy
2281,201905,201902,https://www.cwtv.com/thecw/privacy-policy/
2708,201904,201803,https://breakingnewsenglish.com/privacy.html
573,201812,201709,https://www.nursingcenter.com/privacy-policy
183,201903,201803,https://www.cabi.org/privacy-policy/
1093,201811,201612,https://www.nist.gov/privacy-policy#privpolicy
2874,201904,201802,https://www.zerotothree.org/privacy
2111,201902,201604,https://www.iperceptions.com/en/privacy-policy
372,201905,201804,https://www.massey.ac.nz/massey/privacy.cfm
1648,201905,201707,https://www.customink.com/about/privacy
1067,201811,201805,https://mrdowling.com/privacy.html
1731,201808,201806,https://www.jackstroker.com/legal/privacypolicy.shtml
113,201812,201805,https://www.computerworld.com/about/privacy.html
1580,201903,201701,https://www.federalreserve.gov/privacy.htm
2367,201905,201710,https://www.tica.org/privacy-statement
3383,201904,201703,https://uvahealth.com/privacy-policy
60,201901,201601,https://www.state.gov/misc/415.htm
964,201905,201804,https://efappy.com/legal/#privacy-policy
1999,201905,201806,https://www.woodforest.com/About-Us/Privacy--Security
2931,201901,201611,https://www.architecturaldepot.com/help-privacy.html
2310,201810,201806,https://theconversation.com/us/privacy-policy
773,201809,201804,https://www.navy.mil/privacy.asp
2910,201905,201706,https://www.aurorahealthcare.org/privacy-policy
3451,201904,201707,https://www.bgca.org/about-us/privacy-policy
310,201903,201805,https://www.foxsportsasia.com/privacy-policy/
2468,201904,201806,https://www.redcross.ca/privacy-policy
2897,201905,201806,https://www.indiatvnews.com/cms/privacy-policy
1241,201905,201812,https://bangordailynews.com/privacy/
3495,201905,201707,https://www.sclv.com/Privacy
1319,201902,201804,https://www.cableone.net/legal/privacy-policy
1301,201903,201708,https://www.abcactionnews.com/privacy-policy
2481,201905,201804,https://www.leaguerepublic.com/privacy.html
739,201904,201612,https://www.hoosierlottery.com/privacy-policy
3280,201905,201806,http://www.hnehealth.nsw.gov.au/Pages/Privacy.aspx
2381,201903,201608,http://solarviews.com/eng/privacy.htm
598,201905,201903,https://www.wipo.int/tools/en/disclaim.html
129,201904,201806,http://www.ascd.org/about-ascd/ASCD-Privacy-Statement.aspx
1366,201903,201804,http://cmg.london/privacy-policy
1814,201904,201710,https://stardate.org/privacy
862,201905,201706,https://www.ryde.nsw.gov.au/Information-pages/Privacy-Statement
270,201806,201701,https://preferences.news.com.au/#/NewPrivacyPolicy
2325,201903,201707,https://www.arpansa.gov.au/about-us/privacy
1734,201905,201806,https://www.bet-at-home.com/en/privacypolicy
1668,201903,201806,https://www.freepressjournal.in/privacy-policy
3455,201905,201706,https://musescore.com/legal/privacy
1500,201905,201801,https://www.broadcom.com/company/legal/privacy-policy
3661,201905,201708,https://www.fandango.com/policies/privacy-policy
1596,201905,201811,https://local12.com/station/privacy
753,201904,201807,https://www.browardpalmbeach.com/about/privacy-policy
2090,201905,201805,http://www.brothersoft.com/info/privacy/
661,201905,201805,https://itch.io/docs/legal/privacy-policy
1044,201902,201701,https://www.tarot.com/privacy-policy
1631,201905,201706,https://www.unrwa.org/privacy-policy
1408,201901,201802,https://www.consumer.org.nz/articles/privacy-policy
1672,201903,201805,https://www.salemhealth.org/about/notice-of-privacy-practice/terms-of-use-and-privacy-statement-
291,201808,201710,https://www.laterooms.com/en/static/terms-of-use#p1
1413,201905,201805,https://www.wfmz.com/station/privacy-policy
1763,201903,201806,https://www.city-journal.org/privacy-policy
2715,201904,201806,https://larrybrownsports.com/privacy-policy
3338,201903,201804,https://www.cardkingdom.com/static/privacy
3344,201904,201808,https://www.parliament.vic.gov.au/privacy
1528,201904,201801,https://www.ioffer.com/info/privacy_statement
839,201903,201805,https://www.lindenlab.com/privacy
1272,201905,201903,http://www.centurylink.com/aboutus/legal/privacy-policy.html
1536,201903,201805,https://www.boston.com/privacy-policy
3003,201904,201808,https://www.brooklynmuseum.org/privacy
234,201905,201806,https://www.binaryhexconverter.com/privacy
2819,201905,201806,https://www.1001freefonts.com/terms-and-conditions.php
956,201904,201709,https://www.fruitsandveggiesmorematters.org/privacy-policy
2036,201904,201708,https://www.3dsystems.com/privacy-policy#cookies
879,201903,201810,http://www.satac.edu.au/pages/privacy
886,201904,201608,https://www.simplypsychology.org/privacy.html
2778,201808,201806,https://www.acc.org/footer-pages/privacy-policy
3206,201903,201710,https://www.bma.org.uk/about-us/legal-policies/privacy-policy
1283,201905,201805,https://www.premierleague.com/privacy-policy
2754,201905,201604,https://auspost.com.au/privacy
1917,201905,201805,https://www.webmd.com/about-webmd-policies/about-privacy-policy
2008,201904,201804,https://www.eurosport.com/eurosport/eurosport-privacy-policy_sto4264003/story.shtml
1356,201905,201805,https://www.novartis.com/privacy-policy
1841,201809,201608,https://media.mercola.com/assets/html/privacy/security_privacy.html
2151,201901,201707,https://www.paycor.com/privacy-policy
2175,201904,201806,https://www.bakersfield.com/site/privacy.html
1425,201905,201609,https://www.freeconferencecall.com/privacy-policy
1202,201809,201712,https://eslflow.com/privacy-policy.html
1349,201901,201801,https://www.barfoot.co.nz/global/legal-documents/privacy-policy
3542,201901,201709,https://www.skatewarehouse.com/privacypolicy.html
2622,201905,201611,https://www.ozlotteries.com/about/privacy
2677,201905,201702,https://www.allegiantair.com/privacy-policy
3119,201905,201804,http://www.nhm.ac.uk/about-us/privacy-notice.html
54,201905,201603,https://www.webindia123.com/legal/index.htm
1691,201811,201802,https://boingboing.net/privacy
225,201905,201803,https://www.amd.com/en/corporate/privacy
3513,201905,201806,https://www.sears.com/en_us/customer-service/policies/privacy-policy.html
2102,201905,201804,https://www.c-sharpcorner.com/privacypolicy.aspx
1085,201905,201810,https://www.ucsusa.org/about/ucs-privacy-statement.html
3654,201904,201801,https://policies.cbslocal.com/privacy/current.html
2424,201810,201705,https://www.narita-airport.jp/en/privacy
1089,201904,201806,https://www.lrb.co.uk/privacy
2318,201905,201603,https://www.renderotica.com/help/privacy-policy.aspx
3363,201905,201603,https://www.cricketwireless.com/privacy
3100,201904,201801,https://www.unr.edu/privacy
810,201902,201707,https://www.bulkreefsupply.com/privacy
157,201901,201709,https://hentaihere.com/terms-and-policy#privacy
2073,201904,201806,http://onecentatatime.com/privacy-policy/
3491,201901,201804,https://www.agfirst.com/privacy-policy.aspx
1687,201904,201806,https://www.emailmeform.com/v-privacy.html
206,201808,201707,https://cameochemicals.noaa.gov/privacy
3456,201905,201803,https://www.cypressmountain.com/privacy-policy
2557,201905,201805,https://www.woodlandtrust.org.uk/privacy-policy/
2781,201905,201811,http://www.segway.com:80/privacy-legal
2052,201901,201610,http://www.nickjr.com/privacy-policy/
834,201904,201711,https://www.drudge.com/privacy-policy
1315,201903,201806,http://www.eastvalleytribune.com/site/privacy.html
1630,201905,201803,https://www.audubon.org/privacy-policy
2588,201904,201809,http://www.smackjeeves.com/privacy.php
3000,201904,201806,https://www.newsbusters.org/privacy-policy
256,201904,201802,https://www.adobe.com/privacy.html
3208,201905,201805,https://portableapps.com/about/privacy
617,201905,201805,http://tos.ea.com/legalapp/WEBPRIVACY/US/en/PC/
1471,201905,201709,https://www.padmapper.com/privacy
1071,201812,201708,https://www.mayoclinic.org/about-this-site/privacy-policy
164,201903,201806,https://www.fei.org/privacy-policy
1888,201903,201806,https://www.coloradoski.com/privacy-policy
1680,201905,201607,https://www.arrow.com/en/legal/privacy-policy
797,201905,201709,https://www.kraken.com/legal/privacy
2040,201808,201802,https://www.nyp.edu.sg/privacy-policy.html
1751,201904,201709,https://www.riverbanks.org/about/privacy-policy
736,201806,201806,http://www.realestatepuntacana.com/disclaimer.html
695,201905,201806,http://www.rms.nsw.gov.au/about/about-this-website/online-privacy-policy.html
2156,201808,201602,https://www.brightstorm.com/privacy-policy
354,201904,201806,https://www.newswise.com/privacy
2292,201808,201703,https://www.auctionexport.com/en/Home/Privacy_Policy
53,201905,201811,https://www.bestbuy.ca/en-CA/help/privacy-policy/hc1139.aspx
2925,201904,201801,https://www.tri-cityherald.com/customer-service/privacy-policy/#navlink=mi_footer
820,201905,201602,https://www.edmentum.com/privacy-policy
927,201905,201808,https://www.bitcoin.com/privacy-policy
983,201904,201706,https://whirlpool.net.au/wiki/wp_privacypolicy
2990,201901,201801,https://www.trumanlibrary.org/privacy/privacy.htm
569,201905,201707,https://explorable.com/privacy-policy
3419,201903,201805,https://www.attheraces.com/privacy-policy
1663,201904,201802,https://online.kitco.com/legal/privacy-policy
74,201905,201805,https://www.chase.com/digital/resources/privacy-security
2834,201904,201803,http://www.chessgames.com/chessprivacy.html
2342,201905,201712,https://www.health.nsw.gov.au/pages/privacy.aspx
3282,201901,201806,https://www.chippendales.com/privacy-policy
2389,201905,201804,https://cooltext.com/Privacy
2761,201902,201805,https://zeenews.india.com/privacy-policy
2516,201903,201802,https://www.abbreviations.com/privacy.php
3398,201902,201709,https://www.peets.com/privacy-policy
712,201904,201805,https://www.transparency.org/privacy
848,201812,201609,https://www.irishgenealogy.ie/en/privacy-policy
2794,201810,201802,https://sciencespot.net/privacy.html
435,201904,201802,https://www.thehairstyler.com/privacy-policy-terms-of-use
1335,201905,201703,https://www.greekmythology.com/about/#privacypolicy
3664,201903,201702,https://www.tdf.org/nyc/51/Privacy-Policy
1231,201902,201803,https://www.cartoonnetwork.com.au/privacy-policy
3587,201808,201703,https://www.brabys.com/terms
379,201904,201701,https://www.natwest.com/global/cookieprivacy.ashx
3219,201904,201806,https://www.montereybayaquarium.org/about/privacy-policy
2187,201903,201804,https://www.encyclopediaofmath.org/index.php/Encyclopedia_of_Mathematics:Privacy_policy#Cookies
1975,201904,201708,https://www.airtransat.com/en-US/Legal-notice-en-US/Privacy-policy
1121,201904,201804,https://www.drive.com.au/privacy-policy
1908,201905,201707,https://10times.com/privacy-policy
3317,201809,201705,https://www.benefitcosmetics.com/us/en/help/privacy-policy
1185,201902,201703,http://www.tekkenzaibatsu.com/info/privacy.php
944,201902,201707,https://www.rci.com/pre-rci-en_US/footer/privacy-policy.page
2904,201904,201805,https://tureng.com/en/privacy
2966,201905,201607,http://www.kraftcanada.com/privacypromise
1871,201903,201712,https://www.astro.com/contact/legal_e.htm
1493,201905,201708,https://nawcc.org/index.php/privacy-statement
2282,201904,201805,https://spartacus-educational.com/Privacy.htm
115,201903,201601,https://www.indiastudychannel.com/general/PrivacyPolicy.aspx
1913,201806,201802,http://www.sea-breeze.com/privacy-policy.aspx
1482,201905,201709,https://policy.ku.edu/provost/privacy-policy
2269,201904,201805,https://www.ifit.com/privacypolicy
1778,201905,201806,https://www.ml.com/privacy-and-security-center/privacy-and-security.html
1329,201904,201711,https://www.metoffice.gov.uk/about-us/legal/privacy
801,201903,201805,http://www.piratespointresort.com/website/privacy
2130,201903,201811,https://www.kshb.com/privacy-policy
1151,201903,201804,https://www.pyramydair.com/privacy-policy
1392,201903,201611,https://www.bethany.org/about-us/privacy-practices-and-clients-rights
269,201810,201806,https://www.literacycenter.net/about_us/privacy-policy.php
3078,201905,201710,https://www.bluestacks.com/terms-and-privacy.html#eu-privacy
2864,201808,201804,https://www.babynames.com/about/privacy.php
3025,201905,201807,https://www.esmo.org/Terms-of-Use/Privacy-Policy
3625,201903,201706,https://www.citizensbank.com/account-safeguards/overview.aspx
3496,201905,201708,http://www.garagegames.com/company/privacy
3090,201905,201802,https://canalrivertrust.org.uk/cookie-and-privacy-policy
1852,201905,201806,http://www.tradearabia.com/pages/privacy_statement
2997,201904,201806,http://www.peachpit.com/about/privacy.aspx
1933,201905,201806,https://www.pakwheels.com/privacy-policy
2568,201810,201701,https://www.justice.govt.nz/about-this-site/privacy-statement
3360,201812,201604,https://www.theindychannel.com/privacy-policy
1542,201905,201607,https://www.okcupid.com/legal/privacy
3211,201903,201802,https://newsok.com/privacypolicy
1696,201904,201801,https://www.macon.com/customer-service/privacy-policy/#navlink=mi_footer
730,201904,201804,https://www.explainthatstuff.com/privacy.html
118,201903,201902,https://www.eddiebauer.com/company-info/company-info-privacy-and-security.jsp
3549,201905,201604,https://www.studystack.com/Privacy
1743,201905,201806,http://www.iafd.com/privacy.asp
2264,201904,201706,https://www.poison.org/privacy-policy
467,201903,201805,http://www.wwtdd.com/privacy-policy
3348,201905,201707,http://www.fanmail.biz/privacy_statement.php
98,201809,201805,http://www.coolminiornot.com/privacy
224,201904,201711,https://www.wta.org/our-work/about/privacy
1676,201905,201604,https://www.iconfinder.com/about/privacypolicy
2542,201905,201805,https://www.movavi.com/privacy.html
897,201903,201806,https://www.vcaa.vic.edu.au/Pages/footer/privacy.aspx
2749,201810,201806,https://www.icmeleronline.com/en/privacy-policy
2351,201902,201706,https://www.connectingsingles.com/privacy.aspx
504,201903,201801,https://www.labcorp.com/hipaa-privacy
1521,201904,201609,https://www.archives.gov/global-pages/privacy.html
